R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,B_wins,B_losses,B_draw,R_wins,R_losses,R_draw,B_Stance,R_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Marcin Tybura,Greg Hardy,Dan Miragliotta,12/19_2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight,4,3,0,7,5,0,Orthodox,Orthodox,195.58,203.2,265.0,190.5,198.12,249.0,32.0,35.0
Michel Pereira,Khaos Williams,Mark Smith,12/19_2020,"Las Vegas, Nevada, USA",Red,False,Welterweight,2,0,0,2,2,0,Orthodox,Orthodox,182.88,195.58,170.0,185.42,185.42,170.0,26.0,27.0
Gillian Robertson,Taila Santos,Mark Smith,12/19_2020,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight,1,1,0,6,2,0,Orthodox,Orthodox,167.64,172.72,125.0,165.1,160.02,125.0,27.0,25.0
Jimmy Flick,Cody Durden,Jerin Valel,12/19_2020,"Las Vegas, Nevada, USA",Red,False,Flyweight,0,1,0,0,0,0,Southpaw,Orthodox,170.18,170.18,125.0,170.18,172.72,125.0,29.0,30.0
Tafon Nchukwi,Jamie Pickett,Chris Tognoni,12/19_2020,"Las Vegas, Nevada, USA",Red,False,Middleweight,0,0,0,0,0,0,Orthodox,Orthodox,187.96,203.2,185.0,182.88,195.58,205.0,32.0,26.0
Christos Giagos,Carlton Minus,Chris Tognoni,12/19_2020,"Las Vegas, Nevada, USA",Red,False,CatchWeight,0,1,0,3,4,0,Orthodox,Orthodox,177.8,190.5,170.0,177.8,180.34,155.0,27.0,30.0
Renato Moicano,Rafael Fiziev,Chris Tognoni,12/12_2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight,2,1,0,6,3,0,Switch,Orthodox,172.72,180.34,155.0,180.34,182.88,155.0,27.0,31.0
Kevin Holland,Jacare Souza,Mark Smith,12/12_2020,"Las Vegas, Nevada, USA",Red,False,Middleweight,9,5,0,7,2,0,Orthodox,Orthodox,185.42,182.88,185.0,190.5,205.74,185.0,41.0,28.0
Mackenzie Dern,Virna Jandiroba,Jason Herzog,12/12_2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight,2,1,0,4,1,0,Orthodox,Orthodox,160.02,162.56,115.0,162.56,160.02,115.0,32.0,27.0
Tony Ferguson,Charles Oliveira,Mark Smith,12/12_2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight,17,9,0,15,2,0,Orthodox,Orthodox,177.8,187.96,155.0,180.34,193.04,155.0,31.0,36.0
Deiveson Figueiredo,Brandon Moreno,Jason Herzog,12/12_2020,"Las Vegas, Nevada, USA",Draw,True,Flyweight,6,3,0,9,1,0,Orthodox,Orthodox,170.18,177.8,125.0,165.1,172.72,125.0,27.0,32.0
Junior Dos Santos,Ciryl Gane,Jerin Valel,12/12_2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,3,0,0,15,7,0,Orthodox,Orthodox,193.04,205.74,245.0,193.04,195.58,238.0,30.0,36.0
Gavin Tucker,Billy Quarantillo,Jerin Valel,12/12_2020,"Las Vegas, Nevada, USA",Red,False,Featherweight,3,0,0,3,1,0,Orthodox,Southpaw,177.8,177.8,145.0,167.64,167.64,145.0,32.0,34.0
Cub Swanson,Daniel Pineda,Mark Smith,12/12_2020,"Las Vegas, Nevada, USA",Red,False,Featherweight,4,4,0,11,7,0,Orthodox,Orthodox,170.18,175.26,145.0,172.72,177.8,145.0,35.0,37.0
Tecia Torres,Sam Hughes,Jason Herzog,12/12_2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight,0,0,0,7,5,0,Orthodox,Orthodox,165.1,162.56,115.0,154.94,152.4,115.0,28.0,31.0
Chase Hooper,Peter Barrett,Chris Tognoni,12/12_2020,"Las Vegas, Nevada, USA",Red,False,Featherweight,0,1,0,1,1,0,Southpaw,Southpaw,177.8,185.42,145.0,185.42,187.96,145.0,34.0,21.0
Roman Dolidze,John Allan,Herb Dean,12/05_2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,0,1,0,1,0,0,Orthodox,Orthodox,185.42,190.5,205.0,187.96,193.04,205.0,27.0,32.0
Ilia Topuria,Damon Jackson,Mark Smith,12/05_2020,"Las Vegas, Nevada, USA",Red,False,Featherweight,1,3,0,1,0,0,Switch,Orthodox,180.34,180.34,145.0,170.18,175.26,145.0,32.0,23.0
Louis Smolka,Jose Quinonez,Jason Herzog,12/05_2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight,5,3,0,7,7,0,Southpaw,Orthodox,172.72,175.26,135.0,175.26,172.72,135.0,30.0,29.0
Gian Villante,Jake Collier,Chris Tognoni,12/05_2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,3,4,0,7,9,0,Orthodox,Orthodox,190.5,198.12,230.0,190.5,193.04,230.0,32.0,35.0
Ovince Saint Preux,Jamahal Hill,Jason Herzog,12/05_2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight,1,1,0,13,9,0,Southpaw,Southpaw,193.04,200.66,205.0,190.5,203.2,205.0,29.0,37.0
Matt Wiman,Jordan Leavitt,Chris Tognoni,12/05_2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight,0,0,0,10,7,0,Southpaw,Orthodox,175.26,180.34,155.0,177.8,172.72,155.0,25.0,37.0
Jack Hermansson,Marvin Vettori,Herb Dean,12/05_2020,"Las Vegas, Nevada, USA",Blue,False,Middleweight,5,3,0,8,3,0,Southpaw,Orthodox,182.88,187.96,185.0,185.42,195.58,185.0,27.0,32.0
Ashlee Evans-Smith,Norma Dumont,Jason Herzog,11/28_2020,"Las Vegas, Nevada, USA",Blue,False,WomenBantamweight,0,1,0,3,4,0,Orthodox,Orthodox,170.18,170.18,135.0,172.72,170.18,135.0,30.0,33.0
Jonathan Pearce,Kai Kamaka,Dan Miragliotta,11/28_2020,"Las Vegas, Nevada, USA",Red,False,Featherweight,1,0,0,0,1,0,Orthodox,Switch,170.18,175.26,145.0,182.88,180.34,145.0,25.0,28.0
Miguel Baeza,Takashi Sato,Dan Miragliotta,11/28_2020,"Las Vegas, Nevada, USA",Red,False,Welterweight,2,1,0,2,0,0,Southpaw,Orthodox,177.8,185.42,170.0,187.96,187.96,170.0,30.0,28.0
Josh Parisian,Parker Porter,Mark Smith,11/28_2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,0,1,0,0,0,0,Orthodox,Orthodox,182.88,190.5,265.0,193.04,200.66,265.0,35.0,31.0
Anthony Smith,Devin Clark,Herb Dean,11/28_2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,6,4,0,8,6,0,Orthodox,Orthodox,182.88,190.5,205.0,193.04,193.04,205.0,30.0,32.0
Spike Carlyle,Bill Algeo,Herb Dean,11/28_2020,"Las Vegas, Nevada, USA",Blue,False,Featherweight,0,1,0,1,1,0,Switch,Switch,182.88,185.42,145.0,172.72,180.34,145.0,31.0,27.0
Martin Day,Anderson Dos Santos,Herb Dean,11/28_2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight,0,2,0,0,2,0,Orthodox,Orthodox,165.1,177.8,135.0,177.8,185.42,145.0,35.0,32.0
Luke Sanders,Nate Maness,Jason Herzog,11/28_2020,"Las Vegas, Nevada, USA",Blue,False,CatchWeight,1,0,0,3,3,0,Orthodox,Southpaw,177.8,182.88,135.0,167.64,170.18,135.0,29.0,34.0
Gina Mazany,Rachael Ostovich,Mark Smith,11/28_2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight,1,2,0,1,4,0,Orthodox,Southpaw,160.02,157.48,125.0,167.64,172.72,125.0,29.0,32.0
Su Mudaerji,Malcolm Gordon,Dan Miragliotta,11/28_2020,"Las Vegas, Nevada, USA",Red,False,Flyweight,0,1,0,1,1,0,Switch,Southpaw,170.18,180.34,125.0,172.72,182.88,125.0,30.0,24.0
Brandon Moreno,Brandon Royval,Marc Goddard,11/21_2020,"Las Vegas, Nevada, USA",Red,False,Flyweight,2,0,0,5,3,0,Southpaw,Orthodox,175.26,172.72,125.0,170.18,177.8,125.0,28.0,26.0
Joaquin Buckley,Jordan Wright,Herb Dean,11/21_2020,"Las Vegas, Nevada, USA",Red,False,Middleweight,1,0,0,1,1,0,Orthodox,Southpaw,187.96,195.58,205.0,177.8,193.04,185.0,29.0,26.0
Katlyn Chookagian,Cynthia Calvillo,Mark Smith,11/21_2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight,6,2,0,7,4,0,Orthodox,Orthodox,162.56,162.56,125.0,175.26,172.72,125.0,33.0,31.0
Antonina Shevchenko,Ariane Lipski,Chris Tognoni,11/21_2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight,2,2,0,2,2,0,Orthodox,Southpaw,167.64,170.18,125.0,172.72,170.18,125.0,26.0,36.0
Valentina Shevchenko,Jennifer Maia,Herb Dean,11/21_2020,"Las Vegas, Nevada, USA",Red,True,WomenFlyweight,3,2,0,8,2,0,Orthodox,Southpaw,162.56,162.56,125.0,165.1,167.64,125.0,32.0,32.0
Deiveson Figueiredo,Alex Perez,Marc Goddard,11/21_2020,"Las Vegas, Nevada, USA",Red,True,Flyweight,6,1,0,8,1,0,Orthodox,Orthodox,167.64,165.1,125.0,165.1,172.72,125.0,28.0,32.0
Mauricio Rua,Paul Craig,Herb Dean,11/21_2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight,5,5,0,11,10,0,Orthodox,Orthodox,190.5,193.04,205.0,185.42,193.04,205.0,32.0,38.0
Mike Perry,Tim Means,Marc Goddard,11/21_2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight,12,10,0,7,6,0,Orthodox,Orthodox,187.96,190.5,170.0,177.8,180.34,170.0,36.0,29.0
Alan Jouban,Jared Gooden,Chris Tognoni,11/21_2020,"Las Vegas, Nevada, USA",Red,False,Welterweight,0,0,0,7,5,0,Orthodox,Southpaw,182.88,195.58,170.0,182.88,185.42,170.0,26.0,38.0
Daniel Rodriguez,Nicolas Dalby,Mark Smith,11/21_2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight,2,4,0,3,0,0,Orthodox,Southpaw,180.34,187.96,170.0,185.42,187.96,170.0,36.0,33.0
Louis Cosce,Sasha Palatnikov,Chris Tognoni,11/21_2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight,0,0,0,0,0,0,Switch,Orthodox,185.42,182.88,170.0,175.26,180.34,170.0,31.0,25.0
Kyle Daukaus,Dustin Stoltzfus,Mark Smith,11/21_2020,"Las Vegas, Nevada, USA",Red,False,Middleweight,0,0,0,0,1,0,Orthodox,Southpaw,182.88,190.5,185.0,190.5,193.04,185.0,29.0,27.0
Ashley Yoder,Miranda Granger,Jason Herzog,11/14_2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight,1,1,0,2,5,0,Orthodox,Southpaw,170.18,172.72,125.0,170.18,175.26,115.0,28.0,33.0
Kay Hansen,Cory McKenna,Jason Herzog,11/14_2020,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight,0,0,0,1,0,0,Orthodox,Orthodox,160.02,147.32,115.0,157.48000000000002,160.02,115.0,21.0,21.0
Randa Markos,Kanako Murata,Mark Smith,11/14_2020,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight,0,0,0,6,9,0,Orthodox,Orthodox,154.94,157.48,115.0,162.56,160.02,115.0,27.0,35.0
Brendan Allen,Sean Strickland,Herb Dean,11/14_2020,"Las Vegas, Nevada, USA",Blue,False,CatchWeight,8,3,0,3,0,0,Orthodox,Orthodox,185.42,193.04,185.0,187.96,190.5,185.0,29.0,24.0
Geraldo de Freitas,Tony Gravely,Chris Tognoni,11/14_2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight,0,1,0,1,1,0,Orthodox,Orthodox,165.1,175.26,135.0,170.18,182.88,135.0,29.0,29.0
Alex Morono,Rhys McKee,Jason Herzog,11/14_2020,"Las Vegas, Nevada, USA",Red,False,Welterweight,0,1,0,6,4,0,Orthodox,Orthodox,187.96,198.12,170.0,180.34,182.88,170.0,25.0,30.0
Abdul Razak Alhassan,Khaos Williams,Mark Smith,11/14_2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight,1,0,0,4,2,0,Orthodox,Orthodox,182.88,195.58,170.0,177.8,185.42,170.0,26.0,35.0
Paul Felder,Rafael Dos Anjos,Herb Dean,11/14_2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight,18,11,0,9,5,0,Southpaw,Orthodox,172.72,177.8,155.0,180.34,177.8,155.0,36.0,36.0
Don'Tale Mayes,Roque Martinez,Chris Tognoni,11/14_2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight,0,1,0,0,2,0,Orthodox,Orthodox,177.8,182.88,250.0,198.12,205.74,260.0,34.0,28.0
Thiago Santos,Glover Teixeira,Herb Dean,11/07_2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight,14,5,0,13,6,0,Orthodox,Orthodox,187.96,193.04,205.0,187.96,193.04,205.0,41.0,36.0
Andrei Arlovski,Tanner Boser,Mark Smith,11/07_2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,1,0,18,14,0,Orthodox,Orthodox,187.96,190.5,255.0,190.5,195.58,240.0,29.0,41.0
Alexandr Romanov,Marcos Rogerio de Lima,Herb Dean,11/07_2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight,6,4,0,1,0,0,Orthodox,Southpaw,185.42,190.5,253.0,187.96,190.5,262.0,35.0,29.0
Claudia Gadelha,Yan Xiaonan,Jason Herzog,11/07_2020,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight,5,0,0,7,4,0,Orthodox,Orthodox,165.1,160.02,115.0,162.56,160.02,115.0,31.0,31.0
Darren Elkins,Eduardo Garagorri,Chris Tognoni,11/07_2020,"Las Vegas, Nevada, USA",Red,False,Featherweight,1,1,0,14,8,0,Orthodox,Orthodox,175.26,177.8,145.0,177.8,180.34,145.0,31.0,36.0
Giga Chikadze,Jamey Simmons,Herb Dean,11/07_2020,"Las Vegas, Nevada, USA",Red,False,Featherweight,0,0,0,4,0,0,Orthodox,Orthodox,167.64,177.8,145.0,182.88,187.96,145.0,28.0,32.0
Raoni Barcelos,Khalid Taha,Jason Herzog,11/07_2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight,1,2,0,4,0,0,Orthodox,Orthodox,165.1,175.26,135.0,170.18,170.18,135.0,28.0,33.0
Trevin Giles,Bevon Lewis,Mark Smith,11/07_2020,"Las Vegas, Nevada, USA",Red,False,Middleweight,1,2,0,3,2,0,Orthodox,Orthodox,190.5,200.66,185.0,182.88,187.96,185.0,29.0,28.0
Gustavo Lopez,Anthony Birchak,Chris Tognoni,11/07_2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight,2,2,0,0,1,0,Orthodox,Orthodox,172.72,175.26,135.0,165.1,170.18,135.0,34.0,31.0
Max Griffin,Ramiz Brahimaj,Mark Smith,11/07_2020,"Las Vegas, Nevada, USA",Red,False,Welterweight,0,0,0,3,6,0,Orthodox,Orthodox,177.8,182.88,170.0,180.34,193.04,170.0,27.0,34.0
Chris Gruetzemacher,Alexander Hernandez,Mark Smith,10/31_2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight,3,2,0,2,2,0,Orthodox,Orthodox,175.26,182.88,155.0,172.72,172.72,155.0,28.0,34.0
Adrian Yanez,Victor Rodriguez,Herb Dean,10/31_2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight,0,0,0,0,0,0,Switch,Orthodox,165.1,170.18,135.0,170.18,177.8,135.0,28.0,26.0
Maurice Greene,Greg Hardy,Herb Dean,10/31_2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,3,3,0,4,2,0,Orthodox,Orthodox,195.58,203.2,265.0,200.66,203.2,258.0,32.0,34.0
Sean Strickland,Jack Marshman,Keith Peterson,10/31_2020,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,4,0,7,3,0,Orthodox,Orthodox,182.88,185.42,185.0,185.42,193.04,185.0,30.0,29.0
Bobby Green,Thiago Moises,Keith Peterson,10/31_2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight,2,2,0,8,6,0,Orthodox,Orthodox,175.26,177.8,155.0,177.8,180.34,155.0,25.0,34.0
Kevin Holland,Charlie Ontiveros,Mark Smith,10/31_2020,"Las Vegas, Nevada, USA",Red,False,Middleweight,0,0,0,6,2,0,Switch,Orthodox,187.96,198.12,185.0,190.5,205.74,185.0,29.0,27.0
Uriah Hall,Anderson Silva,Herb Dean,10/31_2020,"Las Vegas, Nevada, USA",Red,False,Middleweight,17,7,0,8,7,0,Southpaw,Orthodox,187.96,195.58,185.0,182.88,200.66,185.0,45.0,36.0
Bryce Mitchell,Andre Fili,Keith Peterson,10/31_2020,"Las Vegas, Nevada, USA",Red,False,Featherweight,9,6,0,4,0,0,Orthodox,Southpaw,180.34,187.96,145.0,177.8,177.8,145.0,30.0,26.0
Dustin Jacoby,Justin Ledet,Chris Tognoni,10/31_2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,3,3,0,0,2,0,Orthodox,Orthodox,193.04,203.2,205.0,190.5,193.04,205.0,32.0,32.0
Cole Williams,Jason Witt,Mark Smith,10/31_2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight,0,1,0,0,1,0,Orthodox,Orthodox,177.8,177.8,170.0,182.88,185.42,170.0,33.0,36.0
Miles Johns,Kevin Natividad,Chris Tognoni,10/31_2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight,0,0,0,1,1,0,Orthodox,Orthodox,167.64,177.8,145.0,170.18,167.64,135.0,27.0,26.0
Jacob Malkoun,Phil Hawes,Jason Herzog,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight,0,0,0,0,0,0,Orthodox,Orthodox,182.88,195.58,185.0,175.26,185.42,185.0,31.0,25.0
Alexander Volkov,Walt Harris,Lukasz Bosacki,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight,6,8,0,5,2,0,Southpaw,Orthodox,195.58,195.58,250.0,200.66,203.2,250.0,37.0,32.0
Magomed Ankalaev,Ion Cutelaba,Anders Ohlsson,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight,4,4,0,4,1,0,Southpaw,Orthodox,185.42,190.5,205.0,190.5,190.5,205.0,26.0,28.0
Stefan Struve,Tai Tuivasa,Jason Herzog,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Heavyweight,3,3,0,13,10,0,Southpaw,Orthodox,187.96,190.5,264.0,210.82,213.36,265.0,27.0,32.0
Robert Whittaker,Jared Cannonier,Anders Ohlsson,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight,6,4,0,12,3,0,Switch,Orthodox,180.34,195.58,185.0,182.88,185.42,185.0,36.0,29.0
Lauren Murphy,Liliya Shakirova,Lukasz Bosacki,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenFlyweight,0,0,0,5,4,0,Orthodox,Orthodox,162.56,165.1,125.0,165.1,170.18,125.0,29.0,37.0
Khabib Nurmagomedov,Justin Gaethje,Jason Herzog,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,True,Lightweight,5,2,0,12,0,0,Orthodox,Orthodox,180.34,177.8,155.0,177.8,177.8,155.0,31.0,32.0
Nathaniel Wood,Casey Kenney,Anders Ohlsson,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,CatchWeight,4,1,0,4,1,0,Southpaw,Orthodox,170.18,172.72,140.0,167.64,175.26,140.0,29.0,27.0
Joel Alvarez,Alexander Yakovlev,Jason Herzog,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Lightweight,3,5,0,2,1,0,Southpaw,Orthodox,190.5,187.96,155.0,190.5,195.58,155.0,36.0,26.0
Liana Jojua,Miranda Maverick,Lukasz Bosacki,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenFlyweight,0,0,0,1,1,0,Southpaw,Orthodox,160.02,165.1,125.0,162.56,157.48,125.0,23.0,25.0
Da-Un Jung,Sam Alvey,Anders Ohlsson,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Draw,False,LightHeavyweight,10,9,0,2,0,0,Southpaw,Orthodox,187.96,190.5,205.0,193.04,198.12,205.0,34.0,26.0
Alex Oliveira,Shavkat Rakhmonov,Lukasz Bosacki,10/24_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Welterweight,0,0,0,11,7,0,Orthodox,Orthodox,185.42,195.58,170.0,180.34,193.04,170.0,26.0,32.0
Katlyn Chookagian,Jessica Andrade,Lukasz Bosacki,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenFlyweight,11,6,0,7,3,0,Orthodox,Orthodox,154.94,157.48,115.0,175.26,172.72,125.0,29.0,31.0
Thomas Almeida,Jonathan Martinez,Anders Ohlsson,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Featherweight,3,2,0,5,3,0,Southpaw,Southpaw,172.72,177.8,135.0,170.18,177.8,145.0,26.0,29.0
Jimmy Crute,Modestas Bukauskas,Anders Ohlsson,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight,1,0,0,3,1,0,Switch,Orthodox,190.5,198.12,205.0,187.96,187.96,205.0,26.0,24.0
Mateusz Gamrot,Guram Kutateladze,Lukasz Bosacki,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Lightweight,0,0,0,0,0,0,Orthodox,Southpaw,180.34,182.88,155.0,177.8,177.8,155.0,28.0,29.0
Junyong Park,John Phillips,Lukasz Bosacki,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight,1,4,0,1,1,0,Southpaw,Orthodox,180.34,190.5,185.0,177.8,185.42,185.0,35.0,29.0
Gillian Robertson,Poliana Botelho,Anders Ohlsson,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenFlyweight,3,1,0,5,2,0,Orthodox,Orthodox,172.72,170.18,115.0,165.1,160.02,125.0,31.0,25.0
Claudio Silva,James Krause,Lukasz Bosacki,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Welterweight,8,4,0,5,0,0,Orthodox,Southpaw,187.96,185.42,170.0,180.34,180.34,170.0,34.0,38.0
Brian Ortega,Chan Sung Jung,Lukasz Bosacki,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight,6,2,0,6,2,0,Orthodox,Switch,170.18,182.88,145.0,172.72,175.26,145.0,33.0,29.0
Gadzhimurad Antigulov,Maxim Grishin,Anders Ohlsson,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,LightHeavyweight,0,1,0,2,3,0,Orthodox,Orthodox,190.5,198.12,220.0,180.34,177.8,205.0,36.0,33.0
Said Nurmagomedov,Mark Striegl,Lukasz Bosacki,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight,0,0,0,2,1,0,Southpaw,Orthodox,172.72,177.8,135.0,172.72,177.8,135.0,32.0,28.0
Jamie Mullarkey,Fares Ziam,Lukasz Bosacki,10/17_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Lightweight,0,1,0,0,1,0,Orthodox,Orthodox,185.42,190.5,155.0,182.88,187.96,155.0,23.0,26.0
Marlon Moraes,Cory Sandhagen,Marc Goddard,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Bantamweight,5,1,0,5,2,0,Switch,Orthodox,180.34,177.8,135.0,167.64,170.18,135.0,28.0,32.0
Tom Breese,KB Bhullar,Lukasz Bosacki,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight,0,0,0,4,2,0,Switch,Southpaw,193.04,198.12,185.0,190.5,185.42,185.0,28.0,29.0
Chris Daukaus,Rodrigo Nascimento,Marc Goddard,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight,1,0,0,1,0,0,Orthodox,Orthodox,187.96,203.2,246.0,190.5,193.04,250.0,27.0,31.0
Markus Perez,Dricus Du Plessis,Kevin Sataki,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight,0,0,0,2,3,0,Switch,Orthodox,185.42,193.04,185.0,185.42,185.42,185.0,26.0,32.0
Ben Rothwell,Marcin Tybura,Marc Goddard,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Heavyweight,6,5,0,8,6,0,Orthodox,Orthodox,190.5,198.12,249.0,193.04,198.12,265.0,34.0,38.0
Youssef Zalal,Ilia Topuria,Kevin Sataki,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Featherweight,0,0,0,3,0,0,Orthodox,Switch,170.18,175.26,145.0,177.8,182.88,145.0,23.0,24.0
Tom Aspinall,Alan Baudot,Lukasz Bosacki,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight,0,0,0,1,0,0,Orthodox,Orthodox,190.5,200.66,243.0,195.58,198.12,256.0,32.0,27.0
Edson Barboza,Makwan Amirkhani,Kevin Sataki,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight,6,2,0,14,9,0,Southpaw,Orthodox,177.8,182.88,145.0,180.34,190.5,145.0,31.0,34.0
Impa Kasanganay,Joaquin Buckley,Kevin Sataki,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight,0,1,0,1,0,0,Southpaw,Orthodox,177.8,193.04,185.0,180.34,190.5,185.0,26.0,26.0
Giga Chikadze,Omar Morales,Marc Goddard,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight,2,0,0,3,0,0,Orthodox,Orthodox,180.34,185.42,145.0,182.88,187.96,145.0,34.0,32.0
Ali AlQaisi,Tony Kelley,Lukasz Bosacki,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Bantamweight,0,1,0,0,1,0,Switch,Orthodox,175.26,177.8,135.0,167.64,172.72,135.0,33.0,30.0
Tracy Cortez,Stephanie Egger,Kevin Sataki,10/10_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenBantamweight,0,0,0,1,0,0,Orthodox,Orthodox,167.64,172.72,135.0,165.1,165.1,135.0,32.0,26.0
Carlos Condit,Court McGee,Marc Goddard,10/03_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Welterweight,8,8,0,7,9,0,Orthodox,Orthodox,180.34,190.5,170.0,187.96,190.5,170.0,35.0,36.0
Dequan Townsend,Dusko Todorovic,Jason Herzog,10/03_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight,0,0,0,0,3,0,Orthodox,Orthodox,185.42,187.96,185.0,190.5,200.66,205.0,26.0,34.0
Charles Jourdain,Josh Culibao,Jason Herzog,10/03_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Draw,False,Featherweight,0,1,0,1,2,0,Orthodox,Switch,177.8,185.42,155.0,175.26,175.26,145.0,26.0,24.0
Kyler Phillips,Cameron Else,Marc Goddard,10/03_2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight,0,0,0,1,0,0,Switch,Orthodox,175.26,180.34,135.0,172.72,182.88,135.0,33.0,25.0
